,id,slug,status,title,property_type,purchase_type,bedrooms,bathrooms,area,city,state,photo_url,lister,lat,lng,price,createdat,price_per_sq_ft,trends
852,12841,helendale-ca-15-santa-fe-caboose-for-sale,active,Santa Fe Caboose For Sale,Converted Railcar,purchase,1.0,0.0,234.23182711198427,Helendale,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_5933_vmgkhe.jpg,23892,34.740285,-117.325717,36000.0,2017-01-28,153.69,
853,12787,tampa-fl-12-custom-trailer,active,Custom trailer,Tiny House On Wheels,purchase,0.0,0.0,112.0,Tampa,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/Trailer_Inside_1_vlzlyw.jpg,23783,27.950575,-82.457178,14000.0,2017-01-27,125.0,
856,12832,milledgeville-georgia-15-country-rustic-tiny-house-1,active,Country Rustic Tiny House,Tiny House On Wheels,purchase,0.0,0.0,240.0,Milledgeville,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/FB_IMG_1485302912184-1_m1mvxl.jpg,23878,33.080143,-83.232099,17000.0,2017-01-26,70.83,
857,12826,madera-ca-12-titan-tiny-house-on-wheels,active,Titan Tiny House on wheels!,Tiny House On Wheels,purchase,2.0,1.0,316.0,Madera,California,http://res.cloudinary.com/tinyhouselistings/image/upload/13340093_1009067919130480_9001338966877329963_o-1_eiuzyq.jpg,23871,36.961336,-120.060718,50000.0,2017-01-24,158.23,
858,12822,mt-vernon-il-62864-12-wheeler,active,Wheeler,Tiny House On Wheels,purchase,2.0,1.0,340.0,Mount Vernon,Illinois,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2210_afdfyc.jpg,23854,38.317271,-88.90312,69995.0,2017-01-23,205.87,
859,12820,mayfield-kentucky-15-a-cozy-cabin,active,A Cozy Cabin,Tiny House On Wheels,purchase,1.0,1.0,400.0,Mayfield,Kentucky,http://res.cloudinary.com/tinyhouselistings/image/upload/image_kupeyx.jpg,23844,36.741724,-88.636715,60000.0,2017-01-21,150.0,
860,12819,lafayette-in-usa-12-2-tiny-home-shells-for-sale-redmac-tiny-homes,active,2 Tiny Home Shells For Sale-Redmac Tiny Homes,Tiny House On Wheels,purchase,0.0,1.0,238.0,Lafayette,Indiana,http://res.cloudinary.com/tinyhouselistings/image/upload/trim3-2_jmjusd.jpg,23465,40.416702,-86.875287,14999.0,2017-01-20,63.02,
861,12812,florida-15-unique-lofted-barn,active,Unique Lofted Barn,Tiny House,purchase,2.0,1.0,500.0,weirsdale,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/00w0w_cGPZyCNHb9P_600x450_grwbbh.jpg,23836,27.664827,-81.515754,17000.0,2017-01-20,34.0,Farmhouse
862,12818,tampa-12-tiki-beach-project-454-chevy-2,active,Tiki Beach Project 454 Chevy,Tiny House On Wheels,purchase,1.0,1.0,240.0,Tampa,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/20170105_104300_efcnxm.jpg,23843,27.950575,-82.457178,16500.0,2017-01-20,68.75,
863,12815,lake-geneva-ei-12-tinyvegans,active,Tinyvegans,Tiny House On Wheels,purchase,3.0,1.0,400.0,Lake Geneva,Wisconsin,http://res.cloudinary.com/tinyhouselistings/image/upload/ccc_sgpxyv.jpg,23346,42.591684,-88.43343,20000.0,2017-01-19,50.0,
864,12816,carlsbad-ca-12-tiny-house-cottage-on-sale-9-x-24-dual-loft-professionally-built-full-kitchen-appliances-hardwood-floors-bathroom-washer-dryer,active,Tiny House Cottage on sale 9 x 24 dual loft professionally built full kitchen appliances hardwood floors bathroom washer dryer,Tiny House On Wheels,purchase,2.0,1.0,378.0,Carlsbad,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0880_jp1lzd.jpg,23839,33.158093,-117.350594,55450.0,2017-01-19,146.69,
865,12805,mercer-county-ohio-12-teardrop,active,Teardrop,Tiny House On Wheels,purchase,1.0,0.0,40.0,,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/camo-teardrop_atshve.jpg,23822,40.594055,-84.68975,1800.0,2017-01-16,45.0,
866,12801,glouster-ohio-15-amish-built-cabin,active,Amish built cabin,Tiny House On Wheels,purchase,0.0,1.0,350.0,Glouster,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1013_syfxdc.jpg,23808,39.503126,-82.084589,25000.0,2017-01-12,71.43,
867,12793,san-diego-ca-12-cedar-shake-tiny-house-shell,active,Cedar Shake Tiny House Shell,Tiny House On Wheels,purchase,1.0,1.0,205.0,San Diego,California,http://res.cloudinary.com/tinyhouselistings/image/upload/FullSizeRender-5_le9bgv.jpg,23793,32.715738,-117.161084,25000.0,2017-01-11,121.95,Treehouse
868,12800,south-pasadena-california-12-tiny-cottage-on-wheels-price-reduced,active,Tiny Cottage on wheels-price reduced!,Tiny House On Wheels,purchase,1.0,1.0,240.0,South Pasadena,California,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC04994_yim5ye.jpg,23803,34.11612,-118.150349,39900.0,2017-01-11,166.25,
869,12794,bennett-colorado-15-cabincottage-beautiful-custom-counter-tops,active,Cabin/cottage beautiful custom counter tops,Cabin,purchase,0.0,1.0,480.0,Bennett,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/cabin-side_zywx2x.jpg,23794,39.758874,-104.427461,54900.0,2017-01-11,114.38,
871,12795,dallas-tx-12-urban-cottage-tiny-house-rv,active,Urban Cottage Tiny House RV,Tiny House On Wheels,purchase,0.0,1.0,180.0,Dallas,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/7644f198-0f4b-4d9c-829f-8cbe7f02fb65_zovtjr.jpg,23795,32.776664,-96.796988,49000.0,2017-01-09,272.22,Urban
872,12796,wilsonville-or-12-professionally-crafted-shell,active,Professionally crafted shell,Tiny House On Wheels,purchase,1.0,0.0,234.23182711198427,Wilsonville,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/15943350_10102947308896256_533148985_o_jk7igw.jpg,23796,45.299842,-122.773706,26500.0,2017-01-09,113.14,
873,12786,greenville-tx-12-perfect-1-bedroom-tiny-house,active,Perfect 1 Bedroom Tiny House,Tiny House On Wheels,purchase,1.0,1.0,340.0,Greenville,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/HACIENDA-1_p6qf89.jpg,23782,33.138449,-96.110807,22000.0,2017-01-09,64.71,
874,12792,kansas-city-mo-12-nielo5,active,Nielo5,Tiny House On Wheels,purchase,1.0,1.0,150.0,Kansas City,Missouri,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1075_qrpoxl.jpg,23791,39.099727,-94.578567,4500.0,2017-01-08,30.0,Urban
875,12789,eugene-oregon-12-beautiful-custom-built-8x20-tiny-house-archedpeaked-roof-room-for-2-lofts-semi-finished-on-solid-trailerfoundation,active,Beautiful Custom Built 8x20 Tiny House Arched/Peaked Roof Room for 2 lofts Semi-Finished on Solid Trailer/Foundation,Tiny House On Wheels,purchase,0.0,0.0,160.0,Eugene,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/11-16-180_oiz4nj.jpg,23786,44.052069,-123.086754,20000.0,2017-01-07,125.0,
878,12775,lugoff-sc-12-teddy-james,active,teddy james,Tiny House On Wheels,purchase,1.0,0.0,250.0,Lugoff,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny-house-21-1_x5nyr0.jpg,23760,34.227371,-80.689249,15995.0,2016-12-31,63.98,
879,12772,quartzsite-az-12-jazz,active,Jazz,Tiny House On Wheels,purchase,0.0,1.0,160.0,Quartzsite,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0342_rnzmxj.jpg,23753,33.663914,-114.229949,20000.0,2016-12-29,125.0,
880,12766,west-milton-oh-45383-12-tiny-home,active,Tiny Home,Tiny House On Wheels,purchase,2.0,1.0,317.0,West Milton,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/image-3-e1482961509728_uox1g1.jpg,23738,39.955308,-84.322649,52500.0,2016-12-24,165.62,
881,12760,reynoldsburg-ohio-usa-12-the-craftsman-bungalow,active,The Craftsman Bungalow,Tiny House On Wheels,purchase,0.0,1.0,240.0,Reynoldsburg,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/from-phone-1709_en7yjq.jpg,23730,39.954786,-82.812119,54900.0,2016-12-21,228.75,
882,12764,austin-12-buyasmallhouse-com-2,active,Sales and Land Solutions - BuyASmallHouse.com,Tiny House On Wheels,model,2.0,1.0,399.0,Austin,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/516-Kitchen-View_jsusmt.jpg,23684,30.267153,-97.743061,47000.0,2016-12-20,117.79,
883,12757,eureka-montana-12-1962-ford-high-top-bus-conversion,active,1962 Ford High Top Bus Conversion,Tiny House On Wheels,purchase,0.0,0.0,200.0,Eureka,Montana,http://res.cloudinary.com/tinyhouselistings/image/upload/20161212_152258_wroops.jpg,23721,48.879965,-115.0535,15000.0,2016-12-19,75.0,
884,12755,anderson-sc-12-amenities-packed-tiny-house,active,Amenities Packed Tiny House,Tiny House On Wheels,purchase,0.0,1.0,181.0,Anderson,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC_0689-1-2_yyo0yl.jpg,23717,34.503439,-82.650133,42000.0,2016-12-18,232.04,
885,12709,louisville-kentucky-12-suzette,active,Big Tiny Potential,Tiny House On Wheels,purchase,1.0,0.0,200.0,Sadieville,Kentucky,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20161229_171754_ctwtoi.jpg,23644,38.389239,-84.537442,2500.0,2016-12-13,12.5,
886,12748,cocoa-fl-12-rustic-country-container-cabin,active,Rustic Country Container Cabin,Container Home,purchase,1.0,1.0,160.0,Cocoa,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/14008_10206545077414743_5262173345598636843_n_mx4tu4.jpg,22803,28.386116,-80.741998,24000.0,2016-12-13,150.0,
887,12746,twain-harte-ca-12-cabin-in-the-woods-2,active,Cabin in the Woods,Tiny House On Wheels,purchase,1.0,1.0,500.0,Twain Harte,California,http://res.cloudinary.com/tinyhouselistings/image/upload/Cabin-front-4_gcuadb.jpg,23697,38.038505,-120.229583,58000.0,2016-12-12,116.0,
888,12745,birmingham-al-12-show-model-tiny-house,active,Show Model Tiny House,Tiny House On Wheels,purchase,0.0,1.0,200.0,Birmingham,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0247-3_y3vs8h.jpg,23696,33.520661,-86.80249,34900.0,2016-12-12,174.5,
889,12707,colorado-springs-12-tiny-house-on-the-prairie,active,Updated! Tiny House with wood stove,Tiny House On Wheels,purchase,0.0,1.0,208.0,Fort Collins,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/EFE528B4-F70D-4EB4-864D-6D1C91490E5D_fuclq3.jpg,23642,40.58526,-105.084423,44999.0,2016-12-10,216.34,
891,12736,austin-12-buyasmallhouse-com,active,Tiny House Sales and Land Development - BuyASmallHouse.com,Tiny House On Wheels,model,2.0,1.0,399.0,Austin,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/20161201_170727_sq5wl1.jpg,23684,30.267153,-97.743061,47000.0,2016-12-09,117.79,
892,12740,tulsa-oklahoma-15-tiny-in-tulsa,active,Tiny in Tulsa,Tiny House On Wheels,purchase,1.0,1.0,238.0,Tulsa,Oklahoma,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2767_pf8hid.jpg,23687,36.153982,-95.992775,9000.0,2016-12-09,37.82,
893,12734,saugerties-ny-15-8-x-16-tiny-cabin,active,8 x 16 tiny cabin,Tiny House On Wheels,purchase,0.0,0.0,128.0,Saugerties,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1220_xm7uet.jpg,23677,42.077591,-73.952913,12000.0,2016-12-08,93.75,
894,12733,lafayette-indiana-12-thow-shell,active,THOW Shell,Tiny House On Wheels,purchase,0.0,0.0,238.0,Lafayette,Indiana,http://res.cloudinary.com/tinyhouselistings/image/upload/11-17-6_f9ou5u.jpg,23465,40.416702,-86.875287,14999.0,2016-12-07,63.02,
895,12714,chadds-ford-pa-12-soulcosmos,active,SoulCosmos,Tiny House On Wheels,purchase,0.0,0.0,300.0,Chadds Ford,Pennsylvania,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny1_vdqmov.jpg,23651,39.871777,-75.591318,20000.0,2016-12-06,66.67,
896,12717,chicago-12-whimsical-140-sq-ft-portable-tiny-box-house,active,Whimsical 140 Sq.Ft Portable Tiny Box House,Tiny House On Wheels,purchase,0.0,1.0,140.0,Chicago,Illinois,http://res.cloudinary.com/tinyhouselistings/image/upload/Colorful-Tiny-Box-House_qjt2l4.jpg,23657,41.878114,-87.629798,48000.0,2016-12-06,342.86,
897,12729,westminster-colorado-12-20-tinyhouse,active,20' Tinyhouse,Tiny House On Wheels,purchase,2.0,1.0,254.0,Westminster,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0914_rcztc5.jpg,23672,39.836653,-105.037205,22000.0,2016-12-06,86.61,
898,12711,huntsville-al-12-best-price-tiny-house,active,Best price tiny house,Tiny House On Wheels,purchase,0.0,1.0,230.0,Huntsville,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3731_exmkwb.jpg,23647,34.730369,-86.586104,25000.0,2016-12-06,108.7,
899,12721,neptune-beach-fl-12-the-original-beach-house,active,The Original Beach House,Tiny House On Wheels,purchase,0.0,1.0,72.0,Neptune Beach,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20141113_075319697_d08rhm.jpg,23662,30.311908,-81.396473,15500.0,2016-12-05,215.28,
900,12723,austin-texas-12-rv-certified-tiny-house,active,RV certified Tiny House,Tiny House On Wheels,purchase,0.0,1.0,160.0,Austin,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/FB_IMG_1472748118876_bjwrsj.jpg,23665,30.267153,-97.743061,27500.0,2016-12-05,171.88,
901,12718,huntsville-alabama-12-tiny-house-8x20,active,Tiny house 8x20,Tiny House On Wheels,purchase,0.0,1.0,230.0,Huntsville,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3674_yfcpli.jpg,23647,34.730369,-86.586104,25000.0,2016-12-04,108.7,
902,12692,durangopagosa-springs-colorado-usa-12-30-quality-new-tiny-house-on-wheels-state-of-the-art-off-grid,active,"30' Quality New Tiny House on Wheels, State of the Art--OFF GRID!!!",Tiny House On Wheels,purchase,2.0,1.0,315.0,Pagosa Springs,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/TH-front_wvuxp1.jpg,23613,37.264771,-107.017125,66800.0,2016-12-01,212.06,
903,12697,point-roberts-wa-15-tiny-housecabin-for-sale,active,Tiny House/Cabin for sale,Tiny House On Wheels,purchase,1.0,1.0,192.0,Point Roberts,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/SAM_5890_kxvprz.jpg,23621,48.988383,-123.056869,25000.0,2016-11-30,130.21,
904,12695,douglas-ga-12-blackstone-builders,active,"""Spring Creek"" Tiny House",Tiny House On Wheels,purchase,0.0,1.0,220.0,Douglas,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1378_zyewmq.jpg,23618,31.508807,-82.849865,32000.0,2016-11-30,145.45,
905,12701,san-diego-california-15-tiny-cabin-kit,active,Tiny Cabin kit,Tiny House On Wheels,purchase,1.0,0.0,119.0,San Diego,California,http://res.cloudinary.com/tinyhouselistings/image/upload/image-12_ybajpb.jpg,23634,32.715738,-117.161084,4200.0,2016-11-29,35.29,
906,12700,san-diego-california-15-tiny-cave,active,Tiny Cave,Tiny House On Wheels,purchase,1.0,0.0,113.0,San Diego,California,http://res.cloudinary.com/tinyhouselistings/image/upload/image-11_ncx1rd.jpg,23634,32.715738,-117.161084,4500.0,2016-11-29,39.82,
907,12703,ocala-florida-15-northeastern-tiny-house-cabin-4,active,Northeastern tiny house cabin,Tiny House On Wheels,purchase,1.0,1.0,160.0,Ocala,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20161023_185752_jklhxx.jpg,23636,29.187199,-82.140092,16000.0,2016-11-29,100.0,
908,12699,san-diego-california-12-tiny-house-with-loft-on-a-trailer,active,Tiny house with loft on a trailer,Tiny House On Wheels,purchase,0.0,0.0,136.0,San Diego,California,http://res.cloudinary.com/tinyhouselistings/image/upload/image-10_mqzl6h.jpg,23634,32.715738,-117.161084,19900.0,2016-11-29,146.32,
909,12704,montrose-colorado-12-tiny-house-with-big-charm,active,Tiny house with BIG charm,Tiny House On Wheels,purchase,0.0,1.0,178.0,Montrose,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0011_fijzkv.jpg,23638,38.47832,-107.876174,64000.0,2016-11-29,359.55,
910,12693,grant-alabama-15-cute-cabin,active,cute cabin,Tiny House On Wheels,purchase,1.0,1.0,400.0,Grant,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/08141607142_rqiite.jpg,23614,34.528699,-86.253316,18000.0,2016-11-27,45.0,
911,12690,fair-play-sc-12-david,active,David,Tiny House On Wheels,purchase,2.0,1.0,399.0,Fair Play,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_5029_rtse4q.jpg,23611,34.511325,-82.985558,49500.0,2016-11-27,124.06,
912,12686,one-of-a-kind-tiny-house,active,One Of A Kind Tiny House,Tiny House On Wheels,purchase,0.0,1.0,216.0,Callahan,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC_0351-1_i1wdpr.jpg,23601,30.562181,-81.830662,25000.0,2016-11-23,115.74,
913,12687,denton-ne-12-preston,active,Preston,Tiny House On Wheels,purchase,0.0,1.0,256.0,Denton,Nebraska,http://res.cloudinary.com/tinyhouselistings/image/upload/IMAG0523_blp8mt.jpg,23603,40.737781,-96.844468,7000.0,2016-11-23,27.34,
914,12683,louisville-ky-15-all-on-board-caboose-style-living-in-louisville-ky,active,"All on board!! Caboose Style Living in Louisville, KY",Converted Railcar,rent,0.0,1.0,350.0,Louisville,Kentucky,http://res.cloudinary.com/tinyhouselistings/image/upload/Tim-Furlong-Jr.-_-Underhill-_-Germantown-Mill-Lofts-28-of-74_z26dd1.jpg,23597,38.252665,-85.758456,675.0,2016-11-23,1.93,
915,12676,ft-worth-tx-12-dfw-tiny-homes,active,DFW Tiny Homes,Tiny House On Wheels,purchase,1.0,1.0,160.0,Fort Worth,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/20161120_101849_mb9myi.jpg,23591,32.755488,-97.330766,54000.0,2016-11-21,337.5,
916,12675,sandy-or-12-24-tiny-house-shell-still-under-construction,active,24' Tiny House Shell - still under construction,Tiny House On Wheels,purchase,0.0,0.0,235.0,Sandy,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_8536-1_ggg7pq.jpg,23588,45.397343,-122.261476,18500.0,2016-11-19,78.72,
917,12674,lafayette-indiana-12-20x8-5-tiny-house-shell,active,20X8.5 Tiny house shell,Tiny House On Wheels,purchase,0.0,0.0,200.0,Lafayette,Indiana,http://res.cloudinary.com/tinyhouselistings/image/upload/11-17_svpzdt.jpg,23587,40.416702,-86.875287,15999.0,2016-11-18,80.0,
918,12673,helena-montana-usa-12-tiny-cabin-on-wheels-2,active,Tiny Cabin on Wheels,Tiny House On Wheels,purchase,2.0,1.0,370.0,Helena,Montana,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2351-e1479480378401_wqer7x.jpg,23584,46.588371,-112.024505,50000.0,2016-11-18,135.14,
919,12672,russiaville-indiana-12-steve-auth,active,Custom Wooly Wagon For Sale,Tiny House On Wheels,purchase,0.0,0.0,80.0,Russiaville,Indiana,http://res.cloudinary.com/tinyhouselistings/image/upload/1117161408b-1-e1484234321198_plovm2.jpg,23580,40.417537,-86.271385,40000.0,2016-11-17,500.0,
920,12670,corvallis-or-12-new-tiny-house,active,New Tiny House,Tiny House On Wheels,purchase,0.0,1.0,230.0,Corvallis,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/Screenshot_20160828-1854092_tbthet.jpg,23577,44.564566,-123.262044,40000.0,2016-11-16,173.91,
921,12618,aromas-ca-12-tiny-studio-for-sale,active,Tiny Studio for Sale,Tiny House On Wheels,purchase,0.0,0.0,96.0,Aromas,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2250_qedfhl.jpg,23476,36.888565,-121.643001,14000.0,2016-11-15,145.83,
922,12668,south-pasadena-california-12-tiny-cottage-on-wheels,active,Tiny Cottage on Wheels,Tiny House On Wheels,purchase,1.0,1.0,240.0,South Pasadena,California,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC04994_qebvqa.jpg,23570,34.11612,-118.150349,45000.0,2016-11-15,187.5,
923,12413,oxford-al-12-harmony-tiny-homes,active,Youngstown Tiny House,Tiny House On Wheels,purchase,2.0,1.0,234.23182711198427,Oxford,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/image-22_hk0fsu.jpg,23123,33.614271,-85.834965,54900.0,2016-11-14,234.38,
924,12667,weaverville-north-carolina-12-weaverville-tiny-house-for-sale,active,Weaverville Tiny House For Sale,Tiny House On Wheels,purchase,0.0,1.0,160.0,Weaverville,North Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/20160920_171054-1_eciupk.jpg,23568,35.697055,-82.560685,27500.0,2016-11-14,171.88,
925,12664,chapel-hill-north-carolina-12-free-spirit-tiny-homes,active,Cardinal Tiny House,Tiny House On Wheels,purchase,0.0,1.0,196.0,Chapel Hill,North Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/JSM3184-1_vlmj4j.jpg,23564,35.9132,-79.055845,50000.0,2016-11-13,255.1,
926,12665,lapine-12-randy-yow,active,Randy Yow Tiny House For Sale,Tiny House On Wheels,purchase,0.0,1.0,300.0,Lapine,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/P1060093_h6nwju.jpg,23565,31.967166,-86.284275,65000.0,2016-11-12,216.67,
927,12662,lawrenceburg-ky-12-tiny-househunting-cabin,active,Tiny house/Hunting Cabin,Tiny House On Wheels,purchase,1.0,0.0,80.0,Lawrenceburg,Kentucky,http://res.cloudinary.com/tinyhouselistings/image/upload/20161023_165713-e1479414997488_x6utoe.jpg,23561,38.037297,-84.896617,13500.0,2016-11-11,168.75,
928,12663,bismarck-north-dakota-15-8x12-building-motorcycle-garage-man-cave-hunting-cabin-studio-storage,active,8x12 building - Motorcycle Garage - Man Cave - Hunting Cabin - Studio - Storage,Tiny House On Wheels,purchase,0.0,0.0,83.0,Bismarck,North Dakota,http://res.cloudinary.com/tinyhouselistings/image/upload/PART_1478706181303_IMG_20161103_165557837_HDR-1_mxunh9.jpg,23563,46.808327,-100.783739,6950.0,2016-11-11,83.73,
929,12658,ney-ohio-12-tiny-house-shell-ready-to-be-finished-by-you-how-you-want,active,Tiny House shell ready to be finished by YOU how YOU want!,Tiny House On Wheels,purchase,0.0,0.0,160.0,Ney,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1979-1_cfi7s1.jpg,23558,41.381162,-84.522728,16000.0,2016-11-09,100.0,
930,12653,atlanta-ga-12-tiny-house-cabin-on-wheels-with-many-poplar-cedar-and-pine-natural-edge-slabs,active,"Tiny House / Cabin on Wheels with many Poplar, Cedar and Pine Natural Edge Slabs.",Tiny House On Wheels,purchase,0.0,0.0,116.0,Atlanta,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/th001.1_e6sgdo.jpg,22893,33.748995,-84.387982,15999.0,2016-11-08,137.92,Treehouse
931,12654,tonopah-az-usa-12-azbelle,active,AzBelle~,Tiny House On Wheels,purchase,1.0,1.0,288.0,Tonopah,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/image_vynckt.jpg,23553,33.493478,-112.93708,1500.0,2016-11-08,5.21,
932,12652,sandy-or-12-24-tiny-house-shell-will-be-completed-by-nov-20th,active,24' Tiny House Shell- will be completed by Nov. 20th,Tiny House On Wheels,purchase,0.0,0.0,200.0,Sandy,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_8536_ypvtyz.jpg,23549,45.397343,-122.261476,18500.0,2016-11-07,92.5,
933,12649,bonifay-fl-15-410-sq-ft-lofted-cabin-in-nw-florida,active,410 sq ft Lofted Cabin in NW Florida,Tiny House On Wheels,purchase,1.0,1.0,410.0,Bonifay,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1864_ckmujh.jpg,23541,30.791856,-85.679653,30000.0,2016-11-06,73.17,
934,12643,oakland-ca-15-tiny-art-house,active,Tiny Art House,Tiny House On Wheels,purchase,1.0,0.0,120.0,Oakland,California,http://res.cloudinary.com/tinyhouselistings/image/upload/image-2_kz7ffd.jpg,23530,37.804364,-122.271114,8000.0,2016-11-04,66.67,
935,12639,mcallen-15-tiny-house,active,Tiny house,Tiny House On Wheels,purchase,0.0,1.0,364.0,McAllen,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/20161018_234040_rnmjnl.jpg,23519,26.203407,-98.230012,45000.0,2016-11-03,123.63,
936,12637,odessa-15-tiny-on-skids-ready-to-be-finished,active,Tiny on Skids Ready to be Finished,Tiny House On Wheels,purchase,1.0,1.0,128.0,Odessa,Missouri,http://res.cloudinary.com/tinyhouselistings/image/upload/Tiny-Outside_wtdkgb.jpg,23514,38.999175,-93.953556,4500.0,2016-11-01,35.16,
937,12635,mtn-view-ar-12-dried-in,active,Dried-in,Tiny House On Wheels,purchase,1.0,0.0,112.0,Mountain View,Arkansas,http://res.cloudinary.com/tinyhouselistings/image/upload/image-11_l7nwxm.jpg,23506,35.868408,-92.117652,4000.0,2016-10-29,35.71,
938,12633,clinton-ma-12-school-bus-for-sale,active,School Bus for sale,Tiny House On Wheels,model,1.0,0.0,256.0,Clinton,Massachusetts,http://res.cloudinary.com/tinyhouselistings/image/upload/bus2_myhkdr.jpg,23502,42.416764,-71.682908,4995.0,2016-10-28,19.51,
939,12634,benton-city-wa-15-hunt-or-fish-cabin,active,UNFINISHED CABIN WITH MATERIALS,Tiny House On Wheels,purchase,0.0,1.0,98.0,Benton City,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/20150528_152902_wsdhrd.jpg,23503,46.26319,-119.487802,3000.0,2016-10-28,30.61,Urban
940,12627,arcata-ca-12-tiny-house-on-wheels,active,Tiny House On Wheels,Tiny House On Wheels,purchase,0.0,0.0,152.0,Arcata,California,http://res.cloudinary.com/tinyhouselistings/image/upload/tiny1_xtzkvv.jpg,23493,40.866517,-124.08284,35000.0,2016-10-27,230.26,
941,12613,van-alstyne-texas-12-hgtv-texas-tiny-house,active,HGTV Texas Tiny House,Tiny House On Wheels,purchase,0.0,1.0,340.0,Van Alstyne,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/14808674_10154607399694808_483071091_o-1_jkaybv.jpg,23466,33.4215,-96.577211,57999.0,2016-10-21,170.59,
942,12617,medina-tx-15-cute-rustic-cabin,active,Cute Rustic Cabin,Tiny House On Wheels,purchase,1.0,1.0,240.0,Medina,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2059-1_jiky1d.jpg,23475,29.79725,-99.248516,18000.0,2016-10-21,75.0,
943,12606,ankeny-12-bring-the-outdoors-inside-with-this-270-sq-ft-beauty,active,Bring the Outdoors Inside with this 270 Sq. Ft. Beauty!,Tiny House On Wheels,purchase,1.0,1.0,270.0,Ankeny,Iowa,http://res.cloudinary.com/tinyhouselistings/image/upload/Exterior-tiny-home_udhf3t.jpg,23451,41.731788,-93.600128,39000.0,2016-10-20,144.44,
944,12608,8x20-tiny-house-for-sale,active,8'X20' Tiny House for sale,Tiny House On Wheels,purchase,0.0,0.0,160.0,Williams,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/end-side_l9nt9w.jpg,23455,35.249457,-112.191003,40000.0,2016-10-20,250.0,
